ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,Weighted_Percentage,Unweighted_Percentage,Weighted_to_Unweighted_Ratio
KEN,78002,Ideal number of children [Men]: 1,1.9,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_ID1,22234190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMID1,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,78003,Ideal number of children [Men]: 2,20.4,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_ID2,22234200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMID2,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,78005,Ideal number of children [Men]: 3,22.3,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_ID3,22234210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMID3,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,78017,Ideal number of children [Men]: 4,30.5,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_ID4,22234220.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMID4,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,78015,Ideal number of children [Men]: 5,6.6,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_ID5,22234230.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMID5,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,78018,Ideal number of children [Men]: 6+,11.1,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_ID6,22234240.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMID6,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,78016,Ideal number of children [Men]: Non-numeric response,7,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_IDN,22234250.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMIDN,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76662,Mean ideal number of children for all men,3.8,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_MNA,22234290.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMMNA,1993,DHS,7.611347717403621,7.605890001053122,0.14520641494416342,0.14547197217938013,1.0007175644598783
KEN,78028,Mean ideal number of children for currently married men,4,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_MNM,22234320.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMMNM,1993,DHS,7.236339342754344,7.21081845347222,0.13805214691192663,0.13791574441765916,1.0035392500098008
KEN,76628,Mean ideal number of children for all men 15-54(59),3.8,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_M5A,22234350.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMM5A,1993,DHS,7.68017564043659,7.674152921281675,0.1465194880453723,0.14677758422885712,1.0007848057260122
KEN,78026,Mean ideal number of children for currently married men 15-54(59),4.1,1,KE,Kenya,1993,KE1993DHS,PR_IDLC_M_M5M,22234380.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,PRIDLCMM5M,1993,DHS,7.328437352895162,7.303843225277705,0.13980915793974513,0.1396949572401174,1.0033672858054155
KEN,76393,Knowledge of any method of contraception (all men),99.1,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_ANY,32364010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMANY,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76388,Knowledge of any modern method of contraception (all men),98,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_MOD,32364020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMMOD,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76394,Knowledge of female sterilization (all men),86.3,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_FST,32364030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMFST,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76398,Knowledge of male sterilization (all men),56.2,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_MST,32364040.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMMST,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76399,Knowledge of pill (all men),93.6,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_PIL,32364050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMPIL,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76400,Knowledge of IUD (all men),69.2,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_IUD,32364060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMIUD,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76401,Knowledge of injections (all men),86.2,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_INJ,32364070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMINJ,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76396,"Knowledge of diaphragm, foam or jelly (all men)",35.3,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_DFJ,32364080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMDFJ,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76389,Knowledge of implants (all men),13.1,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_IMP,32364090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMIMP,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76395,Knowledge of condom (all men),95,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_MCN,32364100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMMCN,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76397,Knowledge of any traditional method (all men),88.6,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_TRA,32364190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMTRA,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76402,Knowledge of periodic abstinence (all men),86.8,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_RHY,32364200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMRHY,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76403,Knowledge of withdrawal (all men),44,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_WTH,32364210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMWTH,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76392,Mean number of methods known (all men),6.8,1,KE,Kenya,1993,KE1993DHS,FP_KMTA_M_MNM,32364270.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMMNM,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76160,Knowledge of any method of contraception (married men),99,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_ANY,32404010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMANY,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76158,Knowledge of any modern method of contraception (married men),97.7,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_MOD,32404020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMOD,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76161,Knowledge of female sterilization (married men),87.8,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_FST,32404030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMFST,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76159,Knowledge of male sterilization (married men),57,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_MST,32404040.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMST,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76162,Knowledge of pill (married men),94.4,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_PIL,32404050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMPIL,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76163,Knowledge of IUD (married men),72.3,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_IUD,32404060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMIUD,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76164,Knowledge of injections (married men),88.1,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_INJ,32404070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMINJ,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76171,"Knowledge of diaphragm, foam or jelly (married men)",34,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_DFJ,32404080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMDFJ,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76165,Knowledge of implants (married men),14.3,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_IMP,32404090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMIMP,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76168,Knowledge of condom (married men),93.8,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_MCN,32404100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMCN,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76169,Knowledge of any traditional method (married men),90,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_TRA,32404190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMTRA,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76166,Knowledge of periodic abstinence (married men),88.2,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_RHY,32404200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMRHY,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76170,Knowledge of withdrawal (married men),43.5,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_WTH,32404210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMWTH,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76167,Mean number of contraceptive methods known (married men age 15-49),6.9,1,KE,Kenya,1993,KE1993DHS,FP_KMTM_M_MNM,32404270.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMNM,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,75452,Knowledge of any method of contraception (sexually active unmmarried men),99.2,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_ANY,32434010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMANY,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75450,Knowledge of any modern method of contraception (sexually active unmmarried men),98.8,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_MOD,32434020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMOD,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75453,Knowledge of female sterilization (sexually active unmmarried men),83,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_FST,32434030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMFST,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75451,Knowledge of male sterilization (sexually active unmmarried men),54.5,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_MST,32434040.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMST,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75454,Knowledge of pill (sexually active unmmarried men),91.8,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_PIL,32434050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMPIL,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75457,Knowledge of IUD (sexually active unmmarried men),61.9,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_IUD,32434060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMIUD,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75458,Knowledge of injections (sexually active unmmarried men),81.7,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_INJ,32434070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMINJ,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75461,"Knowledge of diaphragm, foam or jelly (sexually active unmmarried men)",38.3,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_DFJ,32434080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMDFJ,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75459,Knowledge of implants (sexually active unmmarried men),10.4,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_IMP,32434090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMIMP,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75460,Knowledge of condom (sexually active unmmarried men),97.6,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_MCN,32434100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMCN,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75455,Knowledge of any traditional method (sexually active unmmarried men),85.3,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_TRA,32434190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMTRA,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75456,Knowledge of periodic abstinence (sexually active unmmarried men),83.8,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_RHY,32434200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMRHY,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75462,Knowledge of withdrawal (sexually active unmmarried men),45.3,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_WTH,32434210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMWTH,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,75463,Mean number of methods known by sexually active unmarried men age 15-49,6.6,1,KE,Kenya,1993,KE1993DHS,FP_KMTU_M_MNM,32434270.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMNM,1993,DHS,6.492239835020471,6.5337888379333435,0.12385649774552515,0.1249667228853137,0.9936409020947156
KEN,34230,Knowledge of any method of contraception among married men,99,1,KE,Kenya,1993,KE1993DHS,FP_KMET_M_ANY,32464050.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPKMETMANY,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,34231,Knowledge of any modern method of contraception amonth married men,97.7,1,KE,Kenya,1993,KE1993DHS,FP_KMET_M_MOD,32464060.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPKMETMMOD,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76409,Ever use of any method of contraception (all men),71.2,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_ANY,32504010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMANY,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76410,Ever use of any modern method of contraception (all men),51.6,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_MOD,32504020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMMOD,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76411,Ever use of female sterilization (all men),3.6,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_FST,32504030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMFST,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76407,Ever use of pill (all men),21.5,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_PIL,32504050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMPIL,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76406,Ever use of IUD (all men),5.7,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_IUD,32504060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMIUD,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76408,Ever use of injections (all men),7.9,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_INJ,32504070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMINJ,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76415,"Ever use of diaphragm, foam or jelly (all men)",2.4,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_DFJ,32504080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMDFJ,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76413,Ever use of implants (all men),0.3,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_IMP,32504090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMIMP,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76414,Ever use of condom (all men),35.7,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_MCN,32504100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMMCN,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76417,Ever use of any traditional method (all men),52.7,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_TRA,32504190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMTRA,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76418,Ever use of periodic abstinence (all men),49.6,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_RHY,32504200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMRHY,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76412,Ever use of withdrawal (all men),10.9,1,KE,Kenya,1993,KE1993DHS,FP_EVUA_M_WTH,32504210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMWTH,1993,DHS,7.683403681053826,7.682943169878292,0.14658107138418772,0.1469457085113697,1.000059939422348
KEN,76153,Ever use of any method of contraception (married men),72.7,1,KE,Kenya,1993,KE1993DHS,FP_EVUM_M_ANY,32534010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMANY,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76145,Ever use of any modern method of contraception (married men),50,1,KE,Kenya,1993,KE1993DHS,FP_EVUM_M_MOD,32534020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMMOD,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76154,Ever use of female sterilization (married men),4.9,1,KE,Kenya,1993,KE1993DHS,FP_EVUM_M_FST,32534030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMFST,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76147,Ever use of pill (married men),24.9,1,KE,Kenya,1993,KE1993DHS,FP_EVUM_M_PIL,32534050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMPIL,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76148,Ever use of IUD (married men),7.1,1,KE,Kenya,1993,KE1993DHS,FP_EVUM_M_IUD,32534060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMIUD,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
KEN,76149,Ever use of injections (married men),10.4,1,KE,Kenya,1993,KE1993DHS,FP_EVUM_M_INJ,32534070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMINJ,1993,DHS,7.321188556739478,7.302496423727326,0.13967086814646434,0.13966919800909502,1.0025596908135987
